alpha = 0.001
epsilon = 0.0001

Lambda,RMSE
0,0.109296575
0.1,0.125257064
0.3,0.109558266
0.5,0.122993668
0.7,0.128555808
0.9,0.146332828
1,0.179116409


0.10558903915946301
0.12101878829389039
0.12158526699891689
0.11909033855051876
0.1288444408462336
0.14668348242266677
0.18031628140761874


0.10602698221405821
0.11331488887030457
0.11480270721755596
0.11943865018872665
0.13019625633392715
0.1480687341621038
0.17973794844625918

alpha = 0.01	
epsilon = 0.001
0.10698153661934513
0.11170146831978169
0.11594246512004959
0.12347571095331711
0.1279743355675679
0.14664658636431824
0.18029453467131126
